Complaint_ID,Complaint_Text,Complaint_Type,Block,Floor,Room_No,Category,Duration,Students_Affected,Support_Count,Priority,Status,Complaint_Date
C0521,Connection keeps dropping every few minutes making it hard to attend online classes.,Public,C,Second,28,WiFi,for almost a week,29,8,Medium,Pending,27-07-2026
C0522,"Sir, laundry bag i submitted got mixed up with someone elses this time, since this afternoon. pls fix asap",Public,A,Second,26,Laundry,since yesterday,1,0,Low,Resolved,27-01-2026
C0523,"To whoever is in charge, the bed frame in my room creaks loudly and one leg feels loose. Please treat this as urgent.",Public,C,Fourth,46,Furniture,for 2 weeks now,3,2,Medium,Resolved,21-03-2026
C0524,"Hey, flush in the washroom near the stairs has completely stopped working.",Public,C,Second,24,Washroom,for the past few hours,21,12,High,Resolved,01-04-2026
C0525,"Hello, construction work outside starts really early and disturbs everyone trying to study, for almost 2 weeks.",Public,A,Ground,5,Noise,for a month now,31,21,Medium,Pending,23-07-2026
C0526,The fan in our corridor stops working after running for barely ten minutes. Kindly send someone to check.,Public,B,Second,29,Fan,since 30 minutes,9,7,Medium,Pending,09-07-2026
C0527,"Dear Warden, roti served today was undercooked on one side. Would appreciate a quick fix.",Public,B,Ground,10,Mess,for almost a week,13,6,Low,Resolved,16-04-2026
C0528,A few seniors have been mocking me constantly in the common room and i dont feel comfortable going there anymore. Would help a lot if this got fixed.,Private,A,First,20,Security,since Tuesday,2,0,Medium,Rejected,01-04-2026
C0529,"Dear Warden, the same menu has been repeated for four days in a row now. This is getting really frustrating.",Public,A,Second,28,Mess,since Wednesday,15,6,Medium,In Progress,16-04-2026
C0530,"Excuse me, someone has been messaging me repeatedly even after i asked them to stop, its starting to make me uncomfortable. This is getting really frustrating.",Private,B,Third,40,Security,since this afternoon,1,1,Medium,Resolved,09-06-2026
C0531,"To whoever is in charge, construction work outside starts really early and disturbs everyone trying to study. Thanks in advance.",Public,A,Third,34,Noise,for over a week,20,9,Medium,Pending,11-07-2026
C0532,"Madam, one of the washroom doors doesnt latch shut properly. This is getting really frustrating.",Public,B,Third,33,Washroom,for 3-4 days now,16,5,Medium,Resolved,03-06-2026
C0533,"Hey, the food served at dinner today tasted undercooked and a few of us felt uneasy after eating it. This needs urgent attention.",Public,C,First,15,Mess,for a month now,44,22,High,Rejected,27-03-2026
C0534,"Quick complaint, the bed frame in my room creaks loudly and one leg feels loose, for the past 2 days. Someone please check this.",Public,B,Third,36,Furniture,since Wednesday,2,1,Medium,In Progress,08-03-2026
C0535,"Dear Warden, the main electrical panel for our floor is making a buzzing sound constantly. Kindly send someone to check.",Public,C,Fourth,46,Electricity,since this morning,50,35,High,Resolved,16-04-2026
C0536,"Good morning, the vegetables in todays lunch were not washed properly, could see mud on them. Hope this gets resolved soon.",Public,C,Second,24,Mess,since last night,32,11,Medium,Pending,08-07-2026
C0537,"Hi, one of my shirts came back from laundry with a tear that wasnt there before.",Public,B,First,14,Laundry,since this afternoon,1,0,Low,Pending,26-07-2026
C0538,"Sir, the switchboard cover in my room is cracked and the wiring is slightly exposed. This is getting really frustrating.",Public,C,Third,35,Electricity,since Tuesday,10,3,Medium,Resolved,11-06-2026
C0539,"Madam, the tube light in my room has been flickering non stop since two days. Please fix this soon.",Public,B,Fourth,43,Light,for close to a fortnight,1,1,Medium,Pending,28-07-2026
C0540,"Madam, there was loud shouting from the room next door well past midnight again.",Public,C,First,20,Noise,for a month now,23,18,High,Pending,25-07-2026
C0541,"To whoever is in charge, the washroom on our floor hasnt been cleaned properly in a while, for 2 weeks now. Would help a lot if this got fixed.",Public,C,Fourth,46,Washroom,since 2 hours,10,7,Medium,Pending,05-07-2026
C0542,"Excuse me, the vegetables in todays lunch were not washed properly, could see mud on them. Need this fixed soon.",Public,A,Third,37,Mess,since Monday,28,14,Medium,Resolved,12-05-2026
C0543,"The common washroom on our floor has had a foul smell for two days now, nobody wants to use it. Hope this gets resolved soon.",Public,B,First,15,Washroom,for the past 2 days,25,9,High,In Progress,30-06-2026
C0544,"Hey, the tube light in my room has been flickering non stop since two days. Someone please check this.",Public,A,Second,29,Light,since last Friday,3,2,Medium,In Progress,21-06-2026
C0545,The drain outside our block has been blocked for two days and water is starting to overflow. This is getting really frustrating.,Public,C,Second,30,Drainage,for the last few days,26,11,High,Pending,22-07-2026
C0546,"Quick complaint, window latch in my room is a bit stiff but still usable. Thanks in advance.",Public,C,Fourth,42,Window,since yesterday,2,1,Low,Pending,15-04-2026
C0547,"Excuse me, cycle stand near the block entrance is overcrowded, hardly any space left, since the weekend. pls fix asap",Public,A,Second,22,Parking,for 2 weeks now,20,6,Low,Pending,21-07-2026
C0548,"Hey, a few seniors have been mocking me constantly in the common room and i dont feel comfortable going there anymore.",Private,B,Second,25,Security,since this morning,1,0,Medium,In Progress,16-04-2026
C0549,"Just wanted to mention, there was no water at all on our floor for almost the whole morning. Please look into this.",Public,A,Fourth,42,Water Supply,for more than 10 days,35,6,High,Pending,29-07-2026
C0550,"Respected Warden, the water cooler on our floor makes a loud buzzing noise. Kindly send someone to check.",Public,C,Fourth,47,Water Cooler,since 30 minutes,5,3,Low,In Progress,28-06-2026
C0551,"Dear Warden, the fan in our corridor stops working after running for barely ten minutes. pls fix asap",Public,B,Fourth,41,Fan,for a month now,5,4,Medium,Pending,18-07-2026
C0552,"Hi, the mess only had one curry option today which felt less compared to usual. Not happy about this at all.",Public,C,Ground,4,Mess,for the past 3 days,6,1,Low,In Progress,17-05-2026
C0553,"Excuse me, the fan regulator knob in my room is a bit loose but the fan still works fine.",Public,A,Third,31,Fan,since this afternoon,1,1,Low,Pending,11-07-2026
C0554,Some students have been playing loud music till 2 am every night this week. Would help a lot if this got fixed.,Public,A,First,20,Noise,since Wednesday,30,17,High,In Progress,03-03-2026
C0555,"Sir, some students have been playing loud music till 2 am every night this week. Someone please check this.",Public,B,Ground,10,Noise,for 6 days,48,32,High,Resolved,05-06-2026
C0556,"Good morning, there was no water at all on our floor for almost the whole morning. Kindly send someone to check.",Public,A,Second,27,Water Supply,for the past 3 days,33,8,High,Pending,20-07-2026
C0557,"To whoever is in charge, construction work outside starts really early and disturbs everyone trying to study, for the last few days. pls fix asap",Public,B,Ground,7,Noise,for almost a week,33,18,Medium,Resolved,10-02-2026
C0558,"To whoever is in charge, the pipe behind the washroom wall is leaking and the floor stays wet all the time, since this morning. Would appreciate a quick fix.",Public,B,Fourth,41,Leakage,since noon,4,2,High,Pending,07-07-2026
C0559,"Hey, i think someone went through my drawer while i was out, a few things feel out of place. Need this fixed soon.",Private,B,First,11,Security,for the past 2 days,1,0,Medium,In Progress,04-03-2026
C0560,"Sir, the drain outside our block has been blocked for two days and water is starting to overflow. Thanks in advance.",Public,C,First,15,Drainage,for 5 hours,27,13,High,Pending,16-07-2026
C0561,The lift got stuck between the second and third floor with a few of us inside for almost fifteen minutes. This is getting really frustrating.,Public,B,Fourth,44,Lift,since Monday,4,1,Critical,Resolved,17-06-2026
C0562,"Hello, water supply has been irregular the entire week, some days it just doesnt come. pls fix asap",Public,B,First,17,Water Supply,for almost a week,38,28,High,Pending,26-07-2026
C0563,"Just wanted to mention, the light outside our room door has been dim for a while now, might need changing. This is getting really frustrating.",Public,C,Ground,6,Light,for more than 10 days,5,1,Low,Pending,22-07-2026
C0564,"To whoever is in charge, the mattress in my room has flattened out completely and isnt comfortable to sleep on anymore. Please look into this.",Public,C,Ground,1,Mattress,since this evening,1,0,Low,Pending,09-07-2026
C0565,"Respected Warden, the washroom light on our floor stays off no matter how many times we flip the switch.",Public,A,Fourth,48,Light,since this evening,3,1,Medium,Resolved,16-01-2026
C0566,"Dear Warden, shower in the common bathroom only gives cold water no matter how long you wait, since this evening. Someone please check this.",Public,A,Third,37,Washroom,since Monday,20,16,Medium,Resolved,03-06-2026
C0567,"Quick complaint, the light outside our room door has been dim for a while now, might need changing. Kindly send someone to check.",Public,B,First,17,Light,since Wednesday,10,5,Low,Rejected,13-03-2026
C0568,"Good morning, the washroom door in my room doesnt lock properly, since this morning.",Public,A,First,18,Door,for more than 10 days,1,1,Medium,In Progress,09-07-2026
C0569,"Madam, my laptop was stolen from my room while i had stepped out for dinner. Would help a lot if this got fixed.",Private,A,Ground,4,Security,for the past few hours,1,0,High,In Progress,19-06-2026
C0570,Cobwebs have built up in the corner of the corridor and nobody seems to have noticed. This needs urgent attention.,Public,C,Third,37,Cleanliness,since last week,5,2,Low,Pending,17-07-2026
C0571,"Sir, lift doors dont close properly and it still starts moving, feels really unsafe. pls fix asap",Public,B,Third,39,Lift,since last night,52,10,High,Pending,14-05-2026
C0572,"Quick complaint, cctv camera near the back gate hasnt been working for over a week. This needs urgent attention.",Public,C,Third,38,Security,since last week,61,19,High,Pending,10-07-2026
C0573,Garbage from the bins near the entrance hasnt been cleared in three days. Someone please check this.,Public,C,First,12,Cleanliness,since 2 hours,12,4,Medium,Pending,09-07-2026
C0574,Roti served today was undercooked on one side. Please look into this.,Public,A,Fourth,48,Mess,for 2 weeks now,10,7,Low,Resolved,11-03-2026
C0575,"Dust has settled thick on the window sills in the common area, since this morning.",Public,C,Ground,10,Cleanliness,since this morning,7,5,Low,Resolved,24-04-2026
C0576,"Excuse me, clothes ive dropped for washing four days back still havent been returned. Would help a lot if this got fixed.",Public,C,Third,33,Laundry,for over a week,2,1,Medium,Resolved,05-02-2026
C0577,"Hey, the dustbin in the common area has gone missing since last week. Please look into this.",Public,B,First,14,Furniture,since this evening,2,1,Low,Resolved,22-02-2026
C0578,"To whoever is in charge, there are quite a few mosquitoes near the washroom area every evening. Kindly send someone to check.",Public,B,Second,27,Pest Control,since noon,18,15,Medium,Resolved,13-04-2026
C0579,"Sir, the common washroom on our floor has had a foul smell for two days now, nobody wants to use it. This needs urgent attention.",Public,B,Third,38,Washroom,since 30 minutes,22,8,High,Resolved,24-05-2026
C0580,"Excuse me, cockroaches have taken over the kitchen area of the mess, its becoming unhygienic. Please fix this soon.",Public,B,Ground,8,Pest Control,for the last few days,38,17,High,Resolved,20-06-2026
C0581,Connection keeps dropping every few minutes making it hard to attend online classes. Someone please check this.,Public,B,First,13,WiFi,since Tuesday,28,20,Medium,Resolved,31-05-2026
C0582,"Dear Warden, roti served today was undercooked on one side.",Public,A,Fourth,49,Mess,since last week,14,8,Low,Resolved,12-06-2026
C0583,"Excuse me, the same menu has been repeated for four days in a row now.",Public,C,Fourth,47,Mess,for 4 days now,39,15,Medium,In Progress,27-05-2026
C0584,"Hey, the tube light in my room has been flickering non stop since two days. Would appreciate a quick fix.",Public,B,Second,30,Light,since Wednesday,3,2,Medium,Pending,08-07-2026
C0585,"The wifi on our floor becomes almost unusable every evening after 8, since last Friday. pls fix asap",Public,C,Second,24,WiFi,for 2 weeks now,31,15,Medium,Pending,27-07-2026
C0586,"There was a small insect found in todays sabzi, several of us noticed it. Kindly resolve at the earliest.",Public,A,Fourth,42,Mess,since the weekend,46,33,High,In Progress,08-04-2026
C0587,"Dear Warden, dust has settled thick on the window sills in the common area, for close to a fortnight. Please treat this as urgent.",Public,A,Fourth,43,Cleanliness,for the past few hours,6,4,Low,Pending,24-07-2026
C0588,"Sir, the fan in our corridor stops working after running for barely ten minutes.",Public,A,First,15,Fan,for almost a week,6,3,Medium,In Progress,30-06-2026
C0589,"Hello, fan in the common reading room makes a loud grinding noise whenever its switched on. This is getting really frustrating.",Public,C,First,17,Fan,since last night,14,6,Medium,Resolved,14-03-2026
C0590,"Madam, ceiling fan in my room has slowed down to almost half speed even on the highest setting, since last week. Please look into this.",Public,B,Ground,5,Fan,since last night,1,0,High,In Progress,07-07-2026
C0591,"Sir, our room has been without a working socket near the desk for a few days. Please fix this soon.",Public,C,Third,33,Electricity,since last night,13,3,Medium,Resolved,13-03-2026
C0592,"Water coming out of the tap looks slightly cloudy and has a strange smell, since Monday. This is getting really frustrating.",Public,B,Second,29,Water Supply,for 6 days,25,11,Medium,Pending,19-07-2026
C0593,"Quick complaint, the fan in my room stopped working two days back and with this heat its become really hard to sleep. Thanks in advance.",Public,A,Ground,4,Fan,for 6 days,3,1,High,Pending,29-07-2026
C0594,"Excuse me, cobwebs have built up in the corner of the corridor and nobody seems to have noticed. Kindly resolve at the earliest.",Public,C,Fourth,46,Cleanliness,since noon,9,7,Low,Resolved,04-06-2026
C0595,"Just wanted to mention, water cooler on our floor has stopped giving cold water since two days. Thanks in advance.",Public,B,Fourth,41,Water Cooler,since this afternoon,29,10,Medium,In Progress,30-05-2026
C0596,"Quick complaint, i think someone went through my drawer while i was out, a few things feel out of place. Would appreciate a quick fix.",Private,C,Third,33,Security,since last night,1,0,Medium,In Progress,19-06-2026
C0597,"Just wanted to mention, dust has settled thick on the window sills in the common area. Someone please check this.",Public,C,Fourth,49,Cleanliness,since Thursday,10,7,Low,Resolved,27-05-2026
C0598,"To whoever is in charge, water coming out of the tap looks slightly cloudy and has a strange smell. pls fix asap",Public,C,First,16,Water Supply,for more than 10 days,17,12,Medium,In Progress,18-06-2026
C0599,Connection keeps dropping every few minutes making it hard to attend online classes. Please look into this.,Public,C,Second,25,WiFi,for almost 2 weeks,26,12,Medium,Pending,29-07-2026
C0600,"Good morning, laundry bag i submitted got mixed up with someone elses this time, for almost 2 weeks. Would appreciate a quick fix.",Public,B,Second,24,Laundry,for almost a week,2,1,Low,Pending,14-07-2026
C0601,"Excuse me, cobwebs have built up in the corner of the corridor and nobody seems to have noticed, for the last few days. This is getting really frustrating.",Public,A,Third,31,Cleanliness,since Thursday,5,1,Low,In Progress,30-05-2026
C0602,"Hey, construction work outside starts really early and disturbs everyone trying to study, for close to a fortnight.",Public,C,Fourth,43,Noise,for more than 10 days,40,14,Medium,In Progress,12-02-2026
C0603,"Respected Warden, mess timing keeps changing without any notice and we end up missing meals, since yesterday. Please fix this soon.",Public,B,First,14,Mess,since this morning,28,17,Medium,In Progress,15-07-2026
C0604,"Dear Warden, the switchboard cover in my room is cracked and the wiring is slightly exposed, since this evening. Not happy about this at all.",Public,B,First,12,Electricity,since 2 hours,11,7,Medium,Pending,07-07-2026
C0605,"Respected Warden, someone has been messaging me repeatedly even after i asked them to stop, its starting to make me uncomfortable, for the past few hours. Would appreciate a quick fix.",Private,A,Second,23,Security,for 2 weeks now,1,0,Medium,Pending,10-07-2026
C0606,"Good morning, mess timing keeps changing without any notice and we end up missing meals, since Thursday. pls fix asap",Public,A,Third,34,Mess,for 3-4 days now,17,13,Medium,Resolved,18-04-2026
C0607,"Respected Warden, the vegetables in todays lunch were not washed properly, could see mud on them. pls fix asap",Public,C,First,12,Mess,for close to a fortnight,22,12,Medium,Pending,29-07-2026
C0608,"Hi, main door of our block doesnt close properly at night which feels unsafe. Would help a lot if this got fixed.",Public,A,Second,27,Door,for 6 days,2,1,Medium,In Progress,03-03-2026
C0609,"Hey, the mess only had one curry option today which felt less compared to usual. Please look into this.",Public,B,Fourth,41,Mess,for over a week,10,8,Low,Resolved,06-06-2026
C0610,The same menu has been repeated for four days in a row now. This is getting really frustrating.,Public,B,Fourth,42,Mess,for close to a fortnight,15,8,Medium,Resolved,22-01-2026
C0611,"Good morning, someone took cash from my drawer while i was away for the weekend. Would help a lot if this got fixed.",Private,B,Second,27,Security,since Wednesday,1,0,High,Pending,07-07-2026
C0612,"Quick complaint, water only comes for about an hour in the morning which is barely enough for everyone. pls fix asap",Public,B,First,20,Water Supply,since yesterday,12,4,Medium,Pending,01-05-2026
C0613,"The light outside our room door has been dim for a while now, might need changing. Not happy about this at all.",Public,B,Third,35,Light,for 6 days,5,1,Low,In Progress,21-02-2026
C0614,There are quite a few mosquitoes near the washroom area every evening. Would appreciate a quick fix.,Public,C,Fourth,42,Pest Control,since this morning,20,16,Medium,Pending,21-07-2026
C0615,"Hey, the chair in my room has a broken leg and wobbles every time i sit on it, for 5 hours. Not happy about this at all.",Public,A,Second,30,Furniture,since last week,1,0,Low,Resolved,29-03-2026
C0616,"Just wanted to mention, clothes ive dropped for washing four days back still havent been returned. Would help a lot if this got fixed.",Public,B,Ground,1,Laundry,since Thursday,2,0,Medium,Pending,23-04-2026
C0617,"Dear Warden, the mattress in my room has flattened out completely and isnt comfortable to sleep on anymore, for the past 3 days. Please treat this as urgent.",Public,A,Second,26,Mattress,for the past few hours,1,1,Low,Pending,26-07-2026
C0618,"Quick complaint, water only comes for about an hour in the morning which is barely enough for everyone. Would help a lot if this got fixed.",Public,B,Fourth,42,Water Supply,for a month now,24,18,Medium,In Progress,26-05-2026
C0619,"Hi, internet in the study hall completely stopped working since yesterday afternoon. Someone please check this.",Public,A,Third,40,Internet,since this afternoon,12,6,Medium,Pending,29-07-2026
C0620,"Fan in the common reading room makes a loud grinding noise whenever its switched on, since Thursday.",Public,A,First,16,Fan,since this afternoon,15,11,Medium,In Progress,01-02-2026
C0621,Window pane in the common room cracked after the wind last night. Need this fixed soon.,Public,B,Fourth,47,Window,for the past 2 days,2,2,Medium,Rejected,20-02-2026
C0622,"Madam, the chair in my room has a broken leg and wobbles every time i sit on it. Thanks in advance.",Public,B,Second,26,Furniture,for more than 10 days,2,2,Low,Resolved,01-02-2026
C0623,"Excuse me, cycle stand near the block entrance is overcrowded, hardly any space left.",Public,A,Ground,5,Parking,for almost a week,14,10,Low,In Progress,25-06-2026
C0624,The ethernet port in my room hasnt been working for the past few days. Need this fixed soon.,Public,A,Third,40,Internet,since 30 minutes,8,2,Medium,Resolved,08-03-2026
C0625,"Hey, the washroom on our floor hasnt been cleaned properly in a while, for 2 weeks now. Someone please check this.",Public,C,Ground,3,Washroom,since noon,20,13,Medium,In Progress,20-05-2026
C0626,"Someone parked a bike blocking the fire exit near the parking area, for the past 2 days. Please look into this.",Public,B,First,19,Parking,for close to a fortnight,11,7,Medium,Resolved,02-05-2026
C0627,"Dear Warden, connection keeps dropping every few minutes making it hard to attend online classes. Thanks in advance.",Public,B,Second,23,WiFi,since noon,18,3,Medium,In Progress,17-02-2026
C0628,"Good morning, cycle stand near the block entrance is overcrowded, hardly any space left. Please look into this.",Public,B,Fourth,42,Parking,since this morning,10,8,Low,Resolved,09-05-2026
C0629,Found bed bugs in my mattress and they have started biting at night.,Public,A,Second,23,Pest Control,for over a week,52,38,High,Pending,26-07-2026
C0630,"Madam, the fan in my room stopped working two days back and with this heat its become really hard to sleep. Please fix this soon.",Public,C,First,13,Fan,for over a week,1,1,High,Pending,20-07-2026
C0631,The lift got stuck between the second and third floor with a few of us inside for almost fifteen minutes. Please look into this.,Public,A,Second,27,Lift,for 3-4 days now,3,2,Critical,In Progress,17-05-2026
C0632,"Hey, someone took cash from my drawer while i was away for the weekend. This is getting really frustrating.",Private,C,Fourth,49,Security,since this evening,1,0,High,Resolved,12-02-2026
C0633,"Lift doors dont close properly and it still starts moving, feels really unsafe, for 5 hours. This is getting really frustrating.",Public,A,Third,34,Lift,since this afternoon,40,9,High,In Progress,22-05-2026
C0634,"Excuse me, water cooler on our floor has stopped giving cold water since two days. Kindly send someone to check.",Public,B,Fourth,43,Water Cooler,since Thursday,20,6,Medium,Resolved,23-05-2026
C0635,"Just wanted to mention, the staircase landing on our floor has not been mopped in over a week. Would appreciate a quick fix.",Public,A,Second,23,Cleanliness,since Wednesday,16,12,Medium,In Progress,11-04-2026
C0636,The fan in my room stopped working two days back and with this heat its become really hard to sleep.,Public,C,Third,31,Fan,for almost a week,4,1,High,In Progress,31-05-2026
C0637,The laundry service keeps delaying pickups by almost a week now.,Public,C,Third,33,Laundry,for the past 2 days,1,1,Medium,In Progress,20-03-2026
C0638,"Excuse me, there are quite a few mosquitoes near the washroom area every evening, for almost a week. Kindly resolve at the earliest.",Public,C,Ground,3,Pest Control,for almost a week,19,15,Medium,In Progress,25-04-2026
C0639,"Hi, ceiling fan in my room has slowed down to almost half speed even on the highest setting, for 3-4 days now. Please fix this soon.",Public,B,Third,33,Fan,for 3-4 days now,2,1,High,Rejected,10-06-2026
C0640,Construction work outside starts really early and disturbs everyone trying to study. This needs urgent attention.,Public,C,Third,40,Noise,since last Friday,23,19,Medium,Resolved,16-05-2026
C0641,"Good morning, the water cooler on our floor makes a loud buzzing noise. Please look into this.",Public,A,Third,36,Water Cooler,for 4 days now,8,1,Low,Resolved,23-05-2026
C0642,My laptop was stolen from my room while i had stepped out for dinner. Kindly send someone to check.,Private,B,Third,33,Security,since two days back,1,0,High,Pending,08-07-2026
C0643,"Good morning, there is a constant leak near the washroom entrance and the floor is always slippery. Thanks in advance.",Public,A,Second,21,Washroom,since the weekend,24,4,High,Resolved,27-02-2026
C0644,"Just wanted to mention, the lift has been making a grinding noise and stopping abruptly between floors. Please look into this.",Public,A,Fourth,46,Lift,for close to a fortnight,68,57,High,In Progress,28-03-2026
C0645,Window pane in the common room cracked after the wind last night.,Public,A,First,14,Window,since last week,2,1,Medium,In Progress,06-03-2026
C0646,Paint on the study table in my room is peeling off badly.,Public,B,Fourth,43,Furniture,for more than 10 days,1,0,Low,Pending,26-07-2026
C0647,The drain outside our block has been blocked for two days and water is starting to overflow.,Public,B,Ground,5,Drainage,for 6 days,17,8,High,Resolved,31-05-2026
C0648,"Lift doors dont close properly and it still starts moving, feels really unsafe, since the weekend. Kindly send someone to check.",Public,B,Second,23,Lift,for 4 days now,58,11,High,Pending,31-07-2026
C0649,"Quick complaint, cobwebs have built up in the corner of the corridor and nobody seems to have noticed. Kindly resolve at the earliest.",Public,B,Fourth,47,Cleanliness,for over a week,9,3,Low,Resolved,22-03-2026
C0650,"Excuse me, the mattress in my room has flattened out completely and isnt comfortable to sleep on anymore, for 6 days. Thanks in advance.",Public,A,Second,21,Mattress,since noon,1,0,Low,In Progress,05-06-2026
C0651,"I think someone went through my drawer while i was out, a few things feel out of place. Please treat this as urgent.",Private,B,Second,23,Security,for 3-4 days now,2,0,Medium,In Progress,12-02-2026
C0652,"To whoever is in charge, dust has settled thick on the window sills in the common area, for 5 hours. Hope this gets resolved soon.",Public,B,Fourth,50,Cleanliness,since Tuesday,9,5,Low,Pending,09-07-2026
C0653,"Madam, the common room hasnt been swept in days, dust has piled up everywhere. Kindly resolve at the earliest.",Public,A,Third,35,Cleanliness,since last night,21,16,Medium,Resolved,06-06-2026
C0654,"Hello, the common washroom on our floor has had a foul smell for two days now, nobody wants to use it. Kindly send someone to check.",Public,B,Third,37,Washroom,since 2 hours,16,7,High,In Progress,21-05-2026
C0655,"Madam, flush in the washroom near the stairs has completely stopped working, since this evening. Would appreciate a quick fix.",Public,A,Fourth,45,Washroom,since Monday,23,17,High,In Progress,13-06-2026
C0656,"Quick complaint, the bed frame in my room creaks loudly and one leg feels loose. This needs urgent attention.",Public,A,Third,32,Furniture,since this afternoon,1,0,Medium,In Progress,16-07-2026
C0657,"To whoever is in charge, shower in the common bathroom only gives cold water no matter how long you wait.",Public,B,Ground,9,Washroom,since the weekend,14,3,Medium,In Progress,04-02-2026
C0658,"To whoever is in charge, fan in the common reading room makes a loud grinding noise whenever its switched on, for the past 3 days.",Public,C,Ground,6,Fan,since last week,8,3,Medium,In Progress,30-05-2026
C0659,"Hey, there was no water at all on our floor for almost the whole morning. Not happy about this at all.",Public,A,Fourth,48,Water Supply,since 2 hours,38,20,High,Pending,04-05-2026
C0660,"Hello, someone parked a bike blocking the fire exit near the parking area, for 3-4 days now.",Public,C,Fourth,44,Parking,for 5 hours,17,10,Medium,In Progress,06-07-2026
C0661,"Hey, water pressure has dropped so low that filling even one bucket takes forever, for more than 10 days. pls fix asap",Public,A,Fourth,44,Water Supply,for 4 days now,28,16,High,Rejected,28-06-2026
C0662,"To whoever is in charge, connection keeps dropping every few minutes making it hard to attend online classes. Would appreciate a quick fix.",Public,B,First,18,WiFi,since this evening,24,15,Medium,In Progress,28-05-2026
C0663,"To whoever is in charge, one of the washroom doors doesnt latch shut properly. Would appreciate a quick fix.",Public,C,Third,35,Washroom,for almost a week,18,4,Medium,Resolved,10-06-2026
C0664,"Good morning, there was loud shouting from the room next door well past midnight again. Someone please check this.",Public,C,Ground,4,Noise,since last week,48,9,High,In Progress,24-03-2026
C0665,"Just wanted to mention, the food served at dinner today tasted undercooked and a few of us felt uneasy after eating it.",Public,C,Second,25,Mess,for the past 2 days,33,26,High,Pending,23-07-2026
C0666,"Respected Warden, water cooler on our floor has stopped giving cold water since two days. Thanks in advance.",Public,C,Second,28,Water Cooler,since the weekend,26,13,Medium,In Progress,13-04-2026
C0667,The bed frame in my room creaks loudly and one leg feels loose. Hope this gets resolved soon.,Public,A,Third,33,Furniture,since 2 hours,3,2,Medium,In Progress,12-06-2026
C0668,"Quick complaint, there was loud shouting from the room next door well past midnight again. This needs urgent attention.",Public,A,First,15,Noise,since Tuesday,34,25,High,Pending,14-06-2026
C0669,"Hey, there are quite a few mosquitoes near the washroom area every evening, for 5 hours. Need this fixed soon.",Public,A,Third,39,Pest Control,for almost a week,12,5,Medium,In Progress,09-06-2026
C0670,"Madam, wifi speed has dropped drastically since the new semester started. Not happy about this at all.",Public,B,First,13,WiFi,since yesterday,17,8,Medium,Pending,25-07-2026
C0671,"Hi, the entire hostel has been without water for over a day now, students are struggling even to drink or wash up. Please fix this soon.",Public,B,Third,38,Water Supply,for close to a fortnight,81,19,Critical,Pending,18-07-2026
C0672,"The common washroom on our floor has had a foul smell for two days now, nobody wants to use it. Need this fixed soon.",Public,B,First,11,Washroom,for more than 10 days,25,17,High,Pending,05-07-2026
C0673,"Just wanted to mention, one of my shirts came back from laundry with a tear that wasnt there before, since Wednesday. Would appreciate a quick fix.",Public,A,Second,30,Laundry,for 2 weeks now,2,1,Low,In Progress,21-06-2026
C0674,"Sir, the laundry service keeps delaying pickups by almost a week now. pls fix asap",Public,C,Fourth,48,Laundry,since this evening,3,2,Medium,Resolved,26-05-2026
C0675,"Hi, the tube light in my room has been flickering non stop since two days.",Public,C,Second,22,Light,since this afternoon,2,1,Medium,In Progress,16-06-2026
C0676,"Excuse me, the washroom on our floor hasnt been cleaned properly in a while, since last week.",Public,A,Fourth,41,Washroom,for 6 days,19,4,Medium,Pending,13-07-2026
C0677,"Just wanted to mention, the door handle in my room feels loose and might fall off soon, since Wednesday.",Public,A,Ground,9,Door,for 5 hours,2,1,Low,In Progress,28-05-2026
C0678,"Hello, clothes ive dropped for washing four days back still havent been returned. Kindly resolve at the earliest.",Public,A,Ground,4,Laundry,since last Friday,5,1,Medium,Resolved,09-02-2026
C0679,"Hey, the laundry service keeps delaying pickups by almost a week now. Need this fixed soon.",Public,A,Fourth,46,Laundry,since last week,2,0,Medium,In Progress,15-04-2026
C0680,"Quick complaint, the common washroom on our floor has had a foul smell for two days now, nobody wants to use it. Would help a lot if this got fixed.",Public,B,Third,32,Washroom,for 2 weeks now,23,14,High,Pending,04-05-2026
C0681,"To whoever is in charge, water only comes for about an hour in the morning which is barely enough for everyone.",Public,B,First,16,Water Supply,since this evening,23,15,Medium,Resolved,03-05-2026
C0682,"Respected Warden, construction work outside starts really early and disturbs everyone trying to study, for the past few hours. Would appreciate a quick fix.",Public,A,Third,32,Noise,for 4 days now,31,22,Medium,Resolved,14-03-2026
C0683,"Quick complaint, someone parked a bike blocking the fire exit near the parking area. Please treat this as urgent.",Public,C,Ground,3,Parking,for the last few days,11,9,Medium,In Progress,15-07-2026
C0684,Garbage from the bins near the entrance hasnt been cleared in three days. Kindly send someone to check.,Public,C,First,11,Cleanliness,since yesterday,14,7,Medium,Pending,27-05-2026
C0685,"Respected Warden, the timing of water supply keeps shifting and nobody tells us in advance.",Public,B,Second,30,Water Supply,for the past 2 days,17,14,Medium,In Progress,20-07-2026
C0686,"Sir, the door handle in my room feels loose and might fall off soon, for 6 days. Thanks in advance.",Public,B,Third,37,Door,since this evening,1,1,Low,Pending,07-04-2026
