Complaint_ID,Complaint_Text,Complaint_Type,Block,Floor,Room_No,Category,Duration_Standardized,Support_Count,Priority,Status,Complaint_Date
C0881,"My roommate smokes in the room despite the rules, requesting a transfer to another room.",Private,B,Second,21,Room Allocation,1 day,0,High,Resolved,31-01-2026
C0882,The room I was allotted already had someone else's belongings in it when I moved in.,Private,C,Ground,7,Room Allocation,4 days,0,Medium,Pending,12-02-2026
C0883,"Requesting a single room on medical grounds, I submitted the doctor's certificate two weeks ago.",Private,A,Second,24,Room Allocation,6 hours,0,High,Resolved,05-03-2026
C0884,"Four of us are currently squeezed into a room meant for three, it's quite cramped.",Private,A,Third,39,Room Allocation,8 days,0,Medium,Resolved,20-02-2026
C0885,"My allotted room number doesn't match what's on the hostel portal, causing confusion at the gate.",Private,B,Second,27,Room Allocation,4 days,0,Low,Resolved,28-03-2026
C0886,I was allocated a First floor room despite requesting an upper floor for better ventilation.,Private,B,First,18,Room Allocation,2 days,0,Low,In Progress,04-02-2026
C0887,There's been no response to my room swap request even though the other student has agreed to it.,Public,C,Third,38,Room Allocation,2 weeks,12,Medium,Rejected,10-02-2026
C0888,My roommate moved out last month and I still haven't been assigned a new one or informed about it.,Public,C,Ground,1,Room Allocation,4 weeks,4,Low,In Progress,03-06-2026
C0889,Requesting reallocation as my current roommate's guests visit late at night frequently without permission.,Private,A,Ground,1,Room Allocation,3 hours,0,Medium,Pending,27-07-2026
C0890,"The room allotted to me has no working furniture at all, was told it would be fixed before move-in.",Private,B,First,14,Room Allocation,2 days,0,Medium,Rejected,30-04-2026
C0891,"Most of the tube lights in the study room have stopped working, it's quite dim in the evenings.",Public,A,First,18,Study Room,12 days,7,Medium,Pending,11-03-2026
C0892,The study room on the First floor gets extremely noisy after 9pm because it's also used as a hangout spot.,Public,B,First,17,Study Room,8 hours,7,Medium,Pending,27-02-2026
C0893,"Half the chairs in the study room have broken backrests, uncomfortable to sit for long hours.",Public,B,Fourth,47,Study Room,4 days,3,Low,Pending,25-04-2026
C0894,The fan in the study room only works on the lowest speed no matter the setting.,Public,A,Second,25,Study Room,12 days,2,Low,Pending,12-05-2026
C0895,"Study room is always full during exam week, we need more seating or a second room opened up.",Public,A,Second,25,Study Room,6 days,7,Medium,Resolved,13-07-2026
C0896,There's no wifi signal at all in the study room even though it's right next to the office.,Public,C,First,19,Study Room,4 weeks,2,Medium,Pending,24-02-2026
C0897,"The study room door doesn't lock, so people keep wandering in and out during late night sessions.",Public,B,Second,24,Study Room,1 week,4,Low,In Progress,12-03-2026
C0898,"Plug points in the study room don't work, hard to charge laptops during long study sessions.",Public,B,Second,21,Study Room,4 weeks,11,Medium,Pending,23-07-2026
C0899,"The AC in the study room hasn't worked all semester, it gets unbearably warm by afternoon.",Public,A,Second,29,Study Room,8 hours,6,Medium,Resolved,26-07-2026
C0900,"Study room windows don't close properly, mosquitoes get in badly during exam season.",Private,A,Second,26,Study Room,8 hours,0,Medium,Pending,28-01-2026
C0901,One of the study room tables is wobbly and keeps shaking whenever someone writes on it.,Public,B,Third,40,Study Room,1 week,4,Low,In Progress,24-05-2026
C0902,The study room gets locked by 11pm even during exams when we need it the most.,Public,A,Ground,9,Study Room,2 days,6,Medium,Resolved,30-01-2026
C0903,There aren't enough study room chairs for the Second floor block during peak hours.,Public,B,Second,29,Study Room,2 days,4,Low,Pending,04-03-2026
C0904,"The whiteboard in the group study room is unusable, the marker doesn't erase properly anymore.",Public,B,Ground,2,Study Room,12 days,3,Low,Pending,02-02-2026
C0906,The first aid box in our block is missing basic items like bandages and antiseptic.,Private,C,Ground,10,Medical,2 days,0,Medium,In Progress,13-06-2026
C0908,The hostel nurse hasn't visited in over two weeks despite several students falling sick.,Public,C,Ground,2,Medical,3 days,10,High,Rejected,03-07-2026
C0909,"Requesting the medical room be kept open longer, it currently closes before most students are back from class.",Public,C,First,20,Medical,12 days,6,Medium,Pending,29-05-2026
C0911,"The medicine stock in the infirmary seems outdated, some strips have expired dates on them.",Public,C,Second,26,Medical,1 day,13,High,Pending,24-03-2026
C0912,No doctor has visited the hostel for the scheduled monthly health checkup this month.,Private,C,Ground,7,Medical,4 days,0,Medium,Pending,06-07-2026
C0914,The wheelchair kept in the medical room for emergencies has a flat tyre and hasn't been fixed.,Private,B,First,12,Medical,1 hour,0,Medium,Rejected,13-05-2026
C0915,"Requesting a nebulizer or basic emergency equipment be kept on each floor, not just in the main office.",Private,B,Fourth,50,Medical,12 days,0,Medium,Resolved,10-02-2026
C0916,A student was denied entry to the infirmary after hours despite having a high fever.,Private,C,Ground,2,Medical,1 week,0,High,Resolved,11-03-2026
C0917,The ambulance contact number listed on the noticeboard is out of service.,Private,A,Third,39,Medical,4 days,0,High,In Progress,18-02-2026
C0919,"Internet has been completely down across the hostel since yesterday evening, can't submit my assignment.",Public,B,First,16,Internet,2 days,9,High,In Progress,25-02-2026
C0920,"Ethernet port in my room hasn't worked since I moved in, been surviving on mobile data.",Public,C,Ground,8,Internet,8 days,9,Medium,Resolved,15-07-2026
C0921,"The internet keeps dropping every few minutes during my online classes, extremely frustrating.",Public,C,Second,25,Internet,4 weeks,16,High,Resolved,02-07-2026
C0922,"LAN connection in the study room is dead, the cable looks physically damaged.",Public,B,Second,29,Internet,1 hour,6,Medium,In Progress,05-07-2026
C0923,Internet has been unavailable for three days straight right when my online exams are scheduled.,Public,C,Ground,9,Internet,1 week,16,High,Pending,04-07-2026
C0924,My room's internet port works but speeds are so slow that video calls keep freezing.,Private,C,Second,22,Internet,4 days,0,Medium,In Progress,24-03-2026
C0925,There's no internet connectivity on the entire Ground floor since the router was replaced last week.,Public,C,Ground,2,Internet,1 day,14,High,Pending,25-07-2026
C0927,"The internet cable running along the corridor is exposed and looks like it's been chewed through, possibly by rats.",Public,C,Fourth,45,Internet,4 days,3,Medium,Pending,18-07-2026
C0928,"Requesting a fixed schedule for internet maintenance, it randomly goes down without any notice.",Public,C,Second,26,Internet,2 days,4,Low,Pending,10-07-2026
C0929,"Internet has worked maybe two days this entire week, it's becoming impossible to attend classes online.",Public,A,Second,25,Internet,2 days,6,High,Resolved,21-05-2026
C0930,The internet router in our wing keeps resetting itself every couple of hours.,Public,A,Fourth,45,Internet,8 hours,10,Medium,Pending,08-02-2026
C0931,"The mattress in my room has a broken spring poking through, it's uncomfortable to sleep on.",Public,C,First,17,Mattress,4 days,10,Medium,Resolved,27-01-2026
C0932,My mattress has a musty smell that won't go away even after airing it out for days.,Public,B,Second,21,Mattress,6 days,1,Low,Resolved,18-02-2026
C0933,There's a visible sag in the middle of the mattress after just two months of use.,Public,B,Ground,5,Mattress,4 days,1,Low,Pending,24-07-2026
C0934,The mattress cover is torn and stuffing is coming out from one corner.,Public,B,First,18,Mattress,8 days,0,Low,Pending,15-07-2026
C0935,"Requesting a mattress replacement, mine has stains that won't come out no matter how it's cleaned.",Public,B,First,17,Mattress,8 days,4,Low,In Progress,18-01-2026
C0936,"The mattress is noticeably thinner than my roommate's, must be an older stock one.",Public,C,Ground,2,Mattress,2 days,2,Low,Resolved,11-07-2026
C0937,"Found small bite marks on my skin after sleeping, suspecting bed bugs in the mattress.",Public,A,Ground,3,Mattress,1 week,12,High,In Progress,25-01-2026
C0938,"The foam in my mattress has completely flattened on one side, barely any cushioning left.",Public,B,Ground,6,Mattress,4 weeks,6,Medium,In Progress,06-06-2026
C0939,My mattress got soaked during the ceiling leak and now smells of damp even after drying.,Public,C,Ground,3,Mattress,6 days,8,Medium,Resolved,17-02-2026
C0940,Edges of the mattress are fraying badly and bits of foam scatter on the floor every morning.,Public,B,Third,31,Mattress,1 week,3,Low,Pending,19-04-2026
C0941,"Requesting an extra mattress for guests during parents' visiting weekend, was told it's possible last year.",Public,C,Ground,1,Mattress,8 days,3,Low,Resolved,10-03-2026
C0942,The new mattress issued last month already has a dent exactly where I sleep.,Public,B,First,14,Mattress,1 week,5,Low,Resolved,11-02-2026
C0943,"Someone keeps parking their bike right in front of the entrance ramp, blocking wheelchair access.",Public,A,Ground,6,Parking,2 weeks,8,Medium,Resolved,30-04-2026
C0944,"The parking area floods completely during rain, my cycle was half submerged this morning.",Private,C,First,20,Parking,3 days,0,Medium,Resolved,17-03-2026
C0945,"There aren't enough marked spots for two-wheelers, people end up parking on the walking path.",Public,A,Ground,3,Parking,12 days,4,Low,Resolved,02-03-2026
C0946,The parking shed roof has a hole that lets rain straight through onto the bikes below.,Public,B,First,17,Parking,2 hours,8,Medium,Rejected,02-03-2026
C0947,"My cycle's tyre was punctured, looks like it was done deliberately in the parking area.",Public,A,Ground,6,Parking,1 week,8,Medium,Pending,06-07-2026
C0948,"Requesting CCTV coverage of the parking area, two bikes have gone missing this semester.",Public,B,Second,24,Parking,3 days,12,High,Resolved,25-02-2026
C0949,"The parking area gate has been left open overnight for the past week, feels unsafe.",Public,A,Third,32,Parking,2 days,4,Medium,Pending,25-01-2026
C0950,"Barely any lighting in the parking zone at night, hard to find your own bike.",Public,C,First,18,Parking,2 days,6,Medium,Rejected,08-03-2026
C0951,Cars from outside seem to be parking inside the hostel parking area regularly now.,Public,B,Third,38,Parking,8 days,3,Low,Pending,04-04-2026
C0952,"The parking area is overcrowded, my bike got scratched trying to squeeze it in yesterday.",Public,A,Second,24,Parking,2 days,3,Low,In Progress,22-01-2026
C0953,"Requesting a designated spot for delivery riders, they currently block resident bikes near the gate.",Public,C,Ground,4,Parking,2 weeks,7,Low,Resolved,10-04-2026
C0954,Loose gravel in the parking area has been causing people to skid on their bikes.,Public,A,Second,25,Parking,6 hours,6,Medium,Rejected,28-03-2026
C0955,The water cooler on the Third floor hasn't been cooling for almost a week now.,Public,C,Third,36,Water Cooler,1 week,11,Medium,In Progress,28-04-2026
C0956,There's a strange metallic taste to the water from the cooler near the mess.,Public,B,First,19,Water Cooler,4 days,7,Medium,In Progress,23-01-2026
C0957,The water cooler tap on the second floor is broken and water just keeps dripping.,Public,B,Second,22,Water Cooler,2 days,4,Low,In Progress,02-03-2026
C0958,"Filter in the water cooler looks like it hasn't been changed in a long time, water comes out cloudy.",Public,B,First,20,Water Cooler,2 days,7,Medium,Pending,25-01-2026
C0959,The RO water cooler near the study room displays a red light and has stopped dispensing water.,Public,A,Fourth,42,Water Cooler,6 days,5,Medium,Pending,14-04-2026
C0960,Long queues form at the only working water cooler on our floor every evening.,Public,C,First,16,Water Cooler,12 days,4,Low,In Progress,20-06-2026
C0961,Water cooler near the entrance makes a loud buzzing noise whenever it's running.,Public,C,Ground,9,Water Cooler,1 week,3,Low,In Progress,24-04-2026
C0962,The water cooler on the Fourth floor has been leaking onto the floor for two days.,Public,B,Fourth,50,Water Cooler,4 days,9,Medium,In Progress,22-03-2026
C0963,"There is no cold water at all from the cooler by afternoon, seems the compressor isn't working.",Public,C,Third,31,Water Cooler,6 days,7,Medium,In Progress,16-01-2026
C0964,"The bottle refill nozzle on the water cooler is broken, water sprays sideways instead of down.",Public,A,Second,29,Water Cooler,12 days,3,Low,Pending,02-06-2026
C0965,Water from the cooler near the washroom has a slight yellow tinge to it.,Public,B,Second,24,Water Cooler,2 days,9,High,In Progress,06-05-2026
C0966,"Requesting a second water cooler on our floor, the single one isn't enough for this many students.",Public,A,Fourth,42,Water Cooler,1 week,6,Low,Pending,10-04-2026
C0967,"My room door doesn't latch shut properly, it swings open on its own at night.",Public,A,Second,30,Door,1 week,4,Medium,Pending,04-07-2026
C0968,The hinge on our door has come loose and the door scrapes against the floor now.,Public,B,Ground,2,Door,8 days,2,Low,In Progress,02-04-2026
C0969,"Main entrance door to the block doesn't close automatically anymore, stays propped open.",Private,B,Second,29,Door,2 days,0,Medium,In Progress,05-07-2026
C0970,"The washroom door lock in the common bathroom is broken, no privacy at all.",Public,C,Ground,7,Door,4 days,8,High,Pending,29-04-2026
C0971,"Door to the terrace access has been jammed shut for weeks, can't be opened.",Private,B,Second,25,Door,8 days,0,Low,Pending,17-02-2026
C0972,My cupboard's door came off one of its hinges while I was opening it this morning.,Public,B,Fourth,44,Door,12 days,3,Low,Resolved,05-07-2026
C0973,The door handle in our room is loose and wobbles every time it's turned.,Public,C,Third,37,Door,1 week,1,Low,Pending,26-07-2026
C0974,"Common room door doesn't shut fully, lets mosquitoes in from the corridor at night.",Public,A,First,13,Door,12 days,11,Medium,Resolved,03-04-2026
C0975,"The fire exit door on our floor has been stuck for over a month, needs oiling or repair.",Public,B,Third,37,Door,6 days,15,High,Pending,16-01-2026
C0976,"Requesting the mess entrance door be fixed, it slams shut hard and has almost hit people.",Public,A,First,15,Door,3 days,11,Medium,In Progress,10-03-2026
C0977,"The door to the laundry room doesn't lock, clothes have gone missing a couple of times.",Public,B,Ground,7,Door,4 weeks,2,Medium,Rejected,20-06-2026
C0978,"Our room door key doesn't turn smoothly anymore, sometimes takes several tries to open.",Public,B,Fourth,46,Door,4 weeks,3,Low,In Progress,09-05-2026
C0979,One of the window panes in my room is cracked and lets in cold air at night.,Public,B,Second,28,Window,4 days,4,Medium,Rejected,26-05-2026
C0980,The window latch is broken so it doesn't stay shut during windy weather.,Public,C,Second,28,Window,12 days,1,Low,Pending,23-07-2026
C0981,"Mosquito mesh on the window has torn in one corner, mosquitoes get in badly.",Public,C,Ground,3,Window,3 hours,8,Medium,Pending,29-03-2026
C0982,"My window doesn't open at all, seems to have been painted shut.",Public,A,First,19,Window,1 week,5,Low,In Progress,27-06-2026
C0983,"The window in the common room is missing a pane entirely, just covered with cardboard right now.",Private,A,Ground,10,Window,4 days,0,Medium,Pending,08-02-2026
C0984,Rainwater seeps in through the window frame every time it rains heavily.,Public,C,Second,24,Window,2 days,6,Medium,Pending,14-03-2026
C0985,Window grill in our room has started rusting and one bar looks loose.,Public,B,Second,24,Window,4 days,4,Low,Rejected,22-01-2026
C0986,The sliding window in the washroom is stuck halfway and won't close fully.,Public,C,First,11,Window,2 days,3,Low,Resolved,17-05-2026
C0987,Curtain rod above the window fell down along with the curtain last night.,Public,B,Second,30,Window,2 weeks,3,Low,In Progress,03-02-2026
C0988,"The window latch is missing entirely, we've been using a book to keep it shut.",Public,B,Second,28,Window,1 week,4,Medium,Pending,26-06-2026
C0989,"Glass on the corridor window near the staircase is cracked, looks like it could shatter.",Public,C,Fourth,50,Window,6 hours,10,High,In Progress,18-07-2026
C0990,"Window in the study room doesn't lock, feels unsafe leaving belongings there overnight.",Private,A,Second,27,Window,4 weeks,0,Medium,Pending,28-04-2026
C0991,"The ceiling fan in our room wobbles quite a bit at higher speeds, worried it might come loose.",Public,C,First,14,Fan,2 hours,13,High,Pending,02-07-2026
C0992,Fan in the common room has stopped working completely since last week's power surge.,Public,C,Second,21,Fan,1 day,9,Medium,Resolved,04-05-2026
C0993,"Our fan makes a ticking sound throughout the night, making it hard to sleep.",Public,A,Ground,4,Fan,4 days,3,Low,In Progress,13-07-2026
C0994,"The exhaust fan in the washroom hasn't worked in months, gets really humid in there.",Public,A,Fourth,49,Fan,2 weeks,9,Medium,Resolved,28-01-2026
C0995,"Fan regulator in my room is stuck between speeds, either too slow or too fast.",Private,C,Third,39,Fan,2 days,0,Low,Rejected,16-02-2026
C0996,"One blade of the ceiling fan looks bent, causing it to wobble noticeably.",Public,A,Ground,8,Fan,4 days,9,Medium,Pending,14-05-2026
C0997,The fan in the mess hall isn't strong enough to cool the whole hall during lunch hours.,Public,C,Second,29,Fan,8 days,3,Low,Pending,17-06-2026
C0998,"Table fan provided in our room stopped oscillating, only blows in one direction now.",Public,C,Second,26,Fan,2 weeks,1,Low,Resolved,09-05-2026
C0999,The fan in the study room switches off randomly on its own every few minutes.,Public,C,Second,30,Fan,1 week,5,Medium,Resolved,05-05-2026
C1000,Ceiling fan in the corridor outside our room has been making a grinding noise for days.,Public,A,Second,29,Fan,8 days,8,Medium,Resolved,25-02-2026
C1001,My roommate's side fan works fine but mine barely spins even on full speed.,Public,B,Second,28,Fan,4 weeks,2,Low,In Progress,23-03-2026
C1002,There's a slow drip from the pipe joint under the washbasin that's been going on for days.,Public,A,Second,24,Leakage,4 days,8,Medium,Resolved,31-07-2026
C1003,"Water is leaking from the wall behind the shower, the tiles nearby feel damp constantly.",Public,B,Third,39,Leakage,4 weeks,4,Medium,Resolved,25-06-2026
C1004,A pipe near the water tank on the terrace has started leaking and wasting a lot of water.,Public,A,First,14,Leakage,3 days,10,High,Pending,08-05-2026
C1005,The overhead tank overflow pipe leaks constantly onto the roof below.,Public,C,Second,22,Leakage,3 days,11,Medium,Pending,17-03-2026
C1006,"Noticed water seeping under the door from the washroom into the room, not sure of the source.",Public,A,First,15,Leakage,4 days,4,Medium,Resolved,07-04-2026
C1007,There's a leak near the geyser connection that's slowly damaging the wall paint.,Public,C,First,19,Leakage,3 hours,16,High,Resolved,20-02-2026
C1008,Water drips from the exposed pipe in the corridor ceiling every time someone uses the floor above's washroom.,Public,A,First,13,Leakage,2 days,7,Medium,Pending,24-04-2026
C1010,The kitchen sink pipe under the mess counter has been leaking for a few days now.,Public,C,Ground,7,Leakage,1 week,6,Medium,Pending,10-04-2026
C1011,The tube light in our room flickers constantly and makes a faint buzzing sound.,Private,A,Fourth,49,Light,4 weeks,0,Low,Resolved,02-05-2026
C1012,"Corridor lights on the Second floor have been off for almost a week now, quite dark at night.",Public,C,Second,21,Light,4 days,6,Medium,Pending,03-05-2026
C1013,The bathroom light switch gives a slight shock every time it's touched.,Public,C,First,17,Light,2 weeks,13,High,Pending,13-07-2026
C1014,Light in the common room keeps tripping the whole floor's circuit when switched on.,Public,A,Ground,1,Light,8 days,16,High,In Progress,23-04-2026
C1015,One of the two tube lights in our room has stopped working entirely.,Public,C,Third,38,Light,4 days,1,Low,In Progress,16-04-2026
C1016,The staircase light between the second and third floor has been out for over a week.,Public,B,First,15,Light,2 days,8,Medium,In Progress,03-05-2026
C1017,Study table lamp provided in the room doesn't turn on at all.,Public,A,First,19,Light,8 days,2,Low,Pending,23-07-2026
C1018,Emergency light near the exit hasn't worked during the last two power cuts.,Public,B,Second,29,Light,12 days,9,High,Resolved,13-03-2026
C1019,"Light sensor near the main gate seems faulty, stays on even during the day.",Public,B,Ground,8,Light,2 days,2,Low,Pending,26-03-2026
C1021,Lift doors don't close properly and it takes several tries before it actually starts moving.,Public,B,Ground,7,Lift,4 days,10,High,In Progress,06-07-2026
C1022,The lift button panel on the Second floor is not lighting up when pressed.,Public,B,Second,27,Lift,2 days,10,Medium,Pending,15-05-2026
C1023,"Lift has been out of service for four days now, elderly visitors are really struggling with the stairs.",Public,B,Third,33,Lift,4 weeks,8,High,In Progress,01-06-2026
C1024,There's a loud grinding noise from the lift every time it moves between floors.,Public,C,Third,31,Lift,4 days,14,High,Pending,16-06-2026
C1025,"The lift overshoots the floor level slightly, making it a bit of a step up or down to exit.",Public,A,First,20,Lift,2 hours,5,Medium,Resolved,06-02-2026
C1027,"Lift has been running extremely slowly since yesterday, taking almost a minute between floors.",Public,A,First,13,Lift,3 days,3,Low,Pending,23-03-2026
C1028,The drain outside our block has been overflowing with dirty water since yesterday's rain.,Public,C,First,17,Drainage,4 days,14,High,In Progress,11-03-2026
C1029,There's a persistent bad smell from the drain near the washroom entrance.,Public,C,First,18,Drainage,1 week,5,Medium,Pending,12-04-2026
C1030,Water from the kitchen drain backs up into the corridor whenever the mess is in full use.,Public,C,Ground,7,Drainage,3 days,10,High,Resolved,27-07-2026
C1031,The open drain near the parking area is a breeding ground for mosquitoes.,Public,A,First,17,Drainage,2 days,8,Medium,Resolved,05-02-2026
C1032,Drain cover near the entrance is broken and it's easy to step into it in the dark.,Public,A,Second,28,Drainage,2 hours,11,High,Resolved,26-07-2026
C1033,"Rainwater isn't draining properly near the staircase entrance, forms a big puddle every time.",Public,C,First,19,Drainage,8 hours,5,Medium,Resolved,15-04-2026
C1034,"The drainage pipe from the washroom seems blocked, water is draining very slowly.",Public,C,Fourth,44,Drainage,6 hours,6,Medium,Resolved,01-07-2026
C1036,Found a small piece of plastic wrapper mixed into the rice served at lunch today.,Private,A,Second,24,Mess,2 hours,0,High,Pending,24-06-2026
C1037,"The dal today tasted off, almost sour, a few of us stopped eating it midway.",Private,B,Third,33,Mess,2 days,0,Medium,In Progress,17-02-2026
C1038,Water served with meals in the mess has a cloudy appearance the last couple of days.,Private,B,Third,38,Mess,1 day,0,High,Pending,09-06-2026
C1040,"Noticed the vegetables looked wilted and possibly spoiled during today's lunch prep, visible from the counter.",Public,B,Third,35,Mess,2 days,7,Medium,In Progress,27-02-2026
C1041,The chutney served this morning had a strange fermented smell that wasn't normal.,Public,B,Fourth,50,Mess,1 day,6,Medium,Pending,26-02-2026
C1043,Found a hair strand and what looked like an insect leg in today's sambar.,Public,A,Ground,1,Mess,1 week,9,High,Pending,12-06-2026
C1044,The milk provided at breakfast smelled spoiled and a few students who drank it felt nauseous by noon.,Public,B,Third,37,Mess,4 days,12,High,Resolved,18-07-2026
C1046,The WiFi password was changed without any notice and nobody's told us the new one yet.,Private,A,Fourth,44,WiFi,1 week,0,Low,In Progress,13-07-2026
C1047,Wifi router near the common room keeps overheating and shutting off every couple of hours.,Public,B,Second,25,WiFi,1 day,4,Medium,In Progress,09-06-2026
C1048,"Entire block has had no WiFi access for two days now, several of us have online submissions due.",Public,A,First,11,WiFi,2 days,13,High,Pending,01-06-2026
C1049,WiFi works fine in the corridor but barely reaches inside the rooms on our floor.,Private,B,First,17,WiFi,2 days,0,Medium,In Progress,02-02-2026
C1050,"During my online viva yesterday the WiFi dropped three times, had to reconnect mid-exam.",Public,C,Second,29,WiFi,4 days,10,High,Pending,19-01-2026
C1051,"The WiFi has been unusable during peak hours, drops every few minutes between 8 and 11pm.",Public,B,Fourth,47,WiFi,4 weeks,6,Medium,Pending,12-02-2026
C1052,The MCB in our room trips almost every time we use the iron and phone charger together.,Public,B,First,17,Electricity,2 days,4,Medium,Resolved,27-06-2026
C1053,"There's noticeable voltage fluctuation in the evenings, my charger light keeps flickering.",Public,C,Third,38,Electricity,6 days,3,Low,Resolved,24-02-2026
C1054,One of the wall sockets in our room sparked slightly when I plugged in my laptop charger.,Public,C,Second,27,Electricity,8 hours,11,High,In Progress,22-07-2026
C1055,Power in half our floor went out last night while the rest of the hostel had electricity.,Public,C,Second,29,Electricity,3 days,14,High,Pending,22-06-2026
C1056,"The switchboard cover in the corridor is missing, wires are visible from outside.",Public,C,Ground,9,Electricity,4 days,10,High,Pending,15-05-2026
C1057,My phone charger got damaged after a sudden voltage spike last week.,Public,B,Second,27,Electricity,4 weeks,1,Low,Pending,22-07-2026
C1059,"Main electricity meter room door has been left unlocked for days, seems risky.",Public,C,First,14,Electricity,3 hours,2,Medium,In Progress,28-03-2026
C1060,"No water at all in the taps since early this morning, missed my bath before class.",Public,C,Ground,8,Water Supply,1 day,11,High,Resolved,27-07-2026
C1061,"Water pressure has been extremely low in the mornings, takes forever to fill a single bucket.",Public,A,Fourth,48,Water Supply,12 days,10,Medium,In Progress,21-06-2026
C1062,"The water from the tap in our washroom looks slightly brown, especially first thing in the morning.",Public,C,Second,27,Water Supply,4 days,11,High,Pending,23-01-2026
C1063,"Hot water supply timing was changed without notice, missed it completely today.",Public,B,Ground,8,Water Supply,6 days,4,Low,Pending,03-03-2026
C1064,There's been no water supply on the Second floor for over six hours now.,Public,B,Second,28,Water Supply,3 hours,17,High,In Progress,16-04-2026
C1065,"The geyser takes almost 40 minutes to heat water now, used to be much quicker.",Public,B,Ground,5,Water Supply,4 days,7,Medium,Resolved,28-03-2026
C1066,My hostel ID card stopped working at the main gate scanner since yesterday.,Public,A,Second,30,Security,4 days,11,Medium,Pending,07-06-2026
C1067,The CCTV camera near the back entrance has been facing the wrong direction for weeks.,Public,B,First,11,Security,6 days,10,Medium,Resolved,05-03-2026
C1069,The security guard's cabin near the gate has been empty every night this week.,Public,B,Ground,7,Security,2 days,14,High,Resolved,07-06-2026
C1070,CCTV footage request for the theft last week hasn't been provided even after three follow-ups.,Public,B,First,14,Security,12 days,4,Medium,Rejected,30-06-2026
C1072,"My room key went missing along with a set of documents, worried someone else might have them.",Public,A,Second,22,Security,2 days,14,High,Resolved,13-03-2026
C1073,The common washroom hasn't been cleaned in what feels like three days now.,Public,B,Ground,7,Cleanliness,1 day,6,High,In Progress,04-04-2026
C1074,"Garbage bins on our floor haven't been emptied since the weekend, starting to smell.",Public,A,First,20,Cleanliness,2 days,6,Medium,In Progress,17-05-2026
C1075,There's a lingering sewage smell near the Second floor washroom that won't go away.,Public,A,Second,29,Cleanliness,2 days,6,High,Pending,14-04-2026
C1076,Dust and cobwebs have built up in the corners of the common room ceiling.,Private,C,First,17,Cleanliness,8 days,0,Low,In Progress,05-06-2026
C1077,The dustbin outside the mess is overflowing and attracting flies.,Public,B,Second,26,Cleanliness,4 days,7,Medium,Resolved,14-07-2026
C1078,One of the washing machines has been leaking soapy water onto the floor for days.,Public,C,Second,28,Laundry,4 days,8,Medium,In Progress,04-04-2026
C1079,My shirt came out of the washing machine with a large tear that wasn't there before.,Public,A,Second,25,Laundry,2 days,0,Medium,In Progress,15-02-2026
C1080,The drying area railings are rusted and have left stains on a couple of my clothes.,Public,C,First,14,Laundry,6 days,2,Low,Pending,15-02-2026
C1081,Only two of the five washing machines in the laundry room are actually working right now.,Public,A,First,19,Laundry,1 week,10,Medium,Resolved,06-03-2026
C1082,"The laundry room light has been out for a week, hard to sort clothes in the dark.",Public,B,First,14,Laundry,8 days,1,Low,Pending,19-05-2026
C1083,Construction work near the hostel starts as early as 6am and makes it impossible to sleep in.,Private,C,Second,25,Noise,4 weeks,0,Medium,In Progress,29-07-2026
C1084,Some students in the room next door play loud music well past midnight on weekdays.,Public,B,First,19,Noise,3 days,4,Medium,Resolved,10-02-2026
C1085,The generator noise from the building next door gets really loud during study hours.,Public,C,Third,34,Noise,1 week,4,Low,Resolved,15-03-2026
C1086,Found several cockroaches near the kitchen sink area in the mess this morning.,Public,A,First,16,Pest Control,8 hours,14,High,Pending,03-04-2026
C1087,Ant trails have appeared along the wall near the window in our room over the past few days.,Public,C,First,11,Pest Control,6 days,3,Low,Pending,01-06-2026
C1088,Mosquito problem has gotten worse since the drain outside started overflowing.,Public,A,First,13,Pest Control,4 days,4,Medium,Pending,27-01-2026
C1089,The common washroom on our floor has only one working shower out of four.,Public,B,First,11,Washroom,2 weeks,5,Medium,Resolved,31-03-2026
C1090,Bathroom tiles near the shower are broken and have sharp edges sticking out.,Public,C,Second,23,Washroom,2 days,7,High,Resolved,11-02-2026
C1091,There's no soap dispenser refill in the common washroom for over a week now.,Public,A,Ground,1,Washroom,2 weeks,0,Low,Pending,29-03-2026
C1092,"The study chair in our room has a broken wheel, keeps tipping to one side.",Public,B,First,18,Furniture,1 week,1,Low,Pending,08-05-2026
C1093,One of the cupboard shelves collapsed while I was placing my books on it.,Public,C,Fourth,46,Furniture,1 week,6,Medium,Pending,29-01-2026
C1094,"The bed frame creaks loudly with every movement, worried it might give way.",Public,B,Ground,5,Furniture,12 days,9,Medium,In Progress,14-02-2026
C1095,Table drawer in my room is jammed shut and won't open no matter how hard I pull.,Public,A,Ground,2,Furniture,2 weeks,3,Low,Resolved,21-05-2026
C1096,"There's a strong smell of gas near the mess kitchen area, it's been noticeable since this morning.",Public,C,Ground,5,Fire Safety,8 hours,9,High,Pending,03-06-2026
C1097,"The fire extinguisher pin near the Second floor staircase is missing, so the extinguisher can't be used in an emergency.",Public,A,Second,24,Fire Safety,2 days,6,High,In Progress,05-06-2026
C1098,"Emergency exit signage on the Third floor has stopped lighting up, hard to spot it in a power cut.",Public,B,Third,34,Fire Safety,8 days,4,Medium,Pending,07-06-2026
C1099,"Exposed wiring is hanging near the washing machines in the laundry area, anyone could accidentally touch it.",Public,C,Ground,6,Electricity,1 day,11,High,In Progress,09-06-2026
